,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
2114,Reporter,National Aviation UniversityUkraine,14239,10.9,5%,39 : 61
2115,Reporter,National University of Computer and Emerging SciencesPakistan,8291,14.8,2%,22 : 78
2116,Reporter,National Film and Television SchoolUnited Kingdom,395,7.2,42%,50 : 50
2117,Reporter,National University of Medical Sciences (NUMS)Pakistan,1654,5.0,0%,72 : 28
2118,Reporter,National University of MongoliaMongolia,18647,26.5,2%,60 : 40
2119,Reporter,National University Odessa Law AcademyUkraine,10503,17.7,1%,60 : 40
2120,Reporter,The National University of Ostroh AcademyUkraine,3432,8.8,1%,57 : 43
2121,Reporter,National Polytechnic University of ArmeniaArmenia,5742,8.7,2%,20 : 80
2122,Reporter,National University of QuilmesArgentina,33703,27.3,2%,57 : 43
2123,Reporter,National University of Science and TechnologyOman,3986,18.8,14%,63 : 37
2124,Reporter,"National University, SudanSudan",5132,12.3,6%,60 : 40
2125,Reporter,National Taichung University of Science and TechnologyTaiwan,15512,14.9,1%,70 : 30
2126,Reporter,National Transport UniversityUkraine,7262,11.5,2%,31 : 69
2127,Reporter,National University of Water and Environmental EngineeringUkraine,4344,9.8,3%,34 : 66
2128,Reporter,National University “Yuri Kondrautyuk Poltava PolytechnicUkraine,5067,8.1,10%,49 : 51
2129,Reporter,Navoi State Pedagogical InstituteUzbekistan,12791,26.4,0%,72 : 28
2130,Reporter,Universitas Negeri SurabayaIndonesia,29840,24.5,0%,64 : 36
2131,Reporter,Newman UniversityUnited Kingdom,2325,17.9,12%,76 : 24
2132,Reporter,Niger Delta UniversityNigeria,20608,25.9,0%,45 : 55
2133,Reporter,"Nigerian Police Academy, WudilNigeria",3087,21.9,0%,16 : 84
2134,Reporter,Nihon Pharmaceutical UniversityJapan,1618,18.4,4%,48 : 52
2135,Reporter,Niigata University of Health and WelfareJapan,4410,17.2,0%,51 : 49
2136,Reporter,University of Niigata PrefectureJapan,1196,14.8,1%,76 : 24
2137,Reporter,Nile UniversityEgypt,2168,14.4,2%,28 : 72
2138,Reporter,Ninevah UniversityIraq,3707,13.6,0%,42 : 58
2139,Reporter,Nitte (Deemed to be University)India,4408,7.7,1%,65 : 35
2140,Reporter,University of NorthamptonUnited Kingdom,9947,16.8,33%,64 : 36
2141,Reporter,Northeast Ohio Medical UniversityUnited States,955,11.8,0%,54 : 46
2142,Reporter,Northern Technical UniversityIraq,21400,27.5,0%,48 : 52
2143,Reporter,Norwich University of the ArtsUnited Kingdom,2290,15.5,13%,61 : 39
2144,Reporter,University of Nova GoricaSlovenia,416,3.5,54%,48 : 52
2145,Reporter,Novena UniversityNigeria,1981,25.4,0%,42 : 58
2146,Reporter,Novosibirsk State University of Economics and ManagementRussian Federation,3717,8.4,16%,72 : 28
2147,Reporter,Nursing School of CoimbraPortugal,2138,23.0,7%,85 : 15
2148,Reporter,October 6 UniversityEgypt,25927,20.8,3%,49 : 51
2149,Reporter,Oguz Han Engineering and Technology University of TurkmenistanTurkmenistan,2223,13.2,0%,52 : 48
2150,Reporter,Olusegun Agagu University of Science and TechnologyNigeria,6474,29.4,0%,28 : 72
2151,Reporter,Omsk State Agrarian UniversityRussian Federation,4838,18.1,13%,55 : 45
2152,Reporter,Orel State Agrarian University named after N.V. ParahinRussian Federation,1769,11.6,16%,42 : 58
2153,Reporter,Orel State University named after I.S. TurgenevRussian Federation,11549,13.3,15%,56 : 44
2154,Reporter,ORT Uruguay UniversityUruguay,4151,6.7,2%,47 : 53
2155,Reporter,Ostrogradsky National University of KremenchukUkraine,4106,11.8,0%,38 : 62
2156,Reporter,Palestine Polytechnic UniversityPalestine,4812,27.0,3%,55 : 45
2157,Reporter,Palestine Technical University – KadooriePalestine,7013,18.3,4%,59 : 41
2158,Reporter,Panteion University of Social and Political SciencesGreece,12615,62.5,2%,52 : 48
2159,Reporter,Paris University of International EducationFrance,445,29.7,100%,32 : 68
2160,Reporter,Pavlo Tychyna Uman State Pedagogical UniversityUkraine,9149,17.5,2%,32 : 68
2161,Reporter,University of PetraJordan,6538,19.9,21%,57 : 43
2162,Reporter,Pharos UniversityEgypt,11106,14.1,6%,49 : 51
2163,Reporter,University of PhayaoThailand,18057,20.7,0%,68 : 32
2164,Reporter,Philadelphia University (Jordan)Jordan,3615,20.1,36%,41 : 59
2165,Reporter,Plymouth Marjon UniversityUnited Kingdom,1844,18.8,3%,61 : 39
2166,Reporter,Polytechnic University of TiranaAlbania,8591,16.2,2%,
2167,Reporter,Poltava V.G. Korolenko National Pedagogical University (PNPU)Ukraine,3812,5.8,0%,51 : 49
2168,Reporter,Polytechnic Institute of SetúbalPortugal,7829,17.3,6%,54 : 46
2169,Reporter,Universidad Popular Autónoma del Estado de PueblaMexico,11279,16.1,1%,60 : 40
2170,Reporter,Prefectural University of HiroshimaJapan,2623,12.3,2%,65 : 35
2171,Reporter,Prince Sultan University (PSU)Saudi ArabiaExplore,4772,19.4,15%,56 : 44
2172,Reporter,"University of Professional Studies, AccraGhana",14017,39.8,0%,46 : 54
2173,Reporter,University of PuthisastraCambodia,1649,2.9,0%,55 : 45
2174,Reporter,Queen Margaret UniversityUnited Kingdom,3906,20.7,31%,77 : 23
2175,Reporter,Rajamangala University of Technology IsanThailand,24166,9.5,0%,46 : 54
2176,Reporter,RavensbourneUnited Kingdom,2375,22.3,30%,50 : 50
2177,Reporter,Rawalpindi Medical UniversityPakistan,3304,8.4,1%,69 : 31
2178,Reporter,Rennes School of BusinessFrance,3098,31.3,33%,50 : 50
2179,Reporter,REVA UniversityIndia,13467,21.3,1%,33 : 67
2180,Reporter,Rose Bruford CollegeUnited Kingdom,653,17.7,18%,60 : 40
2181,Reporter,Rostov State University of EconomicsRussian Federation,20142,24.5,3%,68 : 32
2182,Reporter,Royal Agricultural UniversityUnited Kingdom,1017,21.3,14%,51 : 49
2183,Reporter,"Royal Central School of Speech and Drama, University of LondonUnited Kingdom",1037,16.5,36%,68 : 32
2184,Reporter,Royal College of ArtUnited Kingdom,2407,21.2,77%,69 : 31
2185,Reporter,Royal Conservatoire of ScotlandUnited Kingdom,1192,10.9,38%,57 : 43
2186,Reporter,Royal Academy of MusicUnited Kingdom,829,9.6,47%,49 : 51
2187,Reporter,Royal College of MusicUnited Kingdom,859,10.6,57%,52 : 48
2188,Reporter,Royal Northern College of MusicUnited Kingdom,871,10.7,33%,50 : 50
2189,Reporter,Russian State Agrarian University – Moscow Timiryazev Agricultural AcademyRussian Federation,10763,13.4,5%,50 : 50
2190,Reporter,Russian State University for the HumanitiesRussian Federation,17032,23.1,4%,67 : 33
2191,Reporter,Russian State Social UniversityRussian Federation,12359,28.2,6%,64 : 36
2192,Reporter,Ryazan State Medical UniversityRussian Federation,7003,11.9,16%,66 : 34
2193,Reporter,University of Sadat CityEgypt,30141,34.4,4%,54 : 46
2194,Reporter,University of Saint JosephMacaoExplore,1141,10.7,24%,62 : 38
2195,Reporter,Saint Petersburg State Pediatric Medical UniversityRussian Federation,4894,9.7,11%,73 : 27
2196,Reporter,Sakon Nakhon Rajabhat UniversityThailand,9328,20.1,0%,64 : 36
2197,Reporter,Salahaddin UniversityIraq,25189,10.7,1%,55 : 45
2198,Reporter,Salem UniversityNigeria,513,3.9,1%,40 : 60
2199,Reporter,Samara State University of EconomicsRussian Federation,4771,24.5,3%,58 : 42
2200,Reporter,Samara State Medical UniversityRussian Federation,7097,9.4,8%,71 : 29
2201,Reporter,Samarkand State UniversityUzbekistan,15754,17.2,0%,50 : 50
2202,Reporter,Samarkand State Institute of Foreign LanguagesUzbekistan,5010,10.9,0%,74 : 26
2203,Reporter,Samuel Adegboyega UniversityNigeria,390,5.4,0%,51 : 49
2204,Reporter,Universidad San Ignacio de LoyolaPeru,21556,35.9,1%,51 : 49
2205,Reporter,University of San Martín de PorresPeru,40234,18.0,0%,61 : 39
2206,Reporter,University of Santo TomasPhilippines,26511,13.3,7%,51 : 49
2207,Reporter,Satya Wacana Christian UniversityIndonesia,16132,35.5,0%,45 : 55
2208,Reporter,Saudi Electronic UniversitySaudi Arabia,21756,24.3,6%,48 : 52
2209,Reporter,SBS Swiss Business SchoolSwitzerland,1644,10.3,57%,42 : 58
2210,Reporter,University of Science and Technology of Southern Philippines (USTP)Philippines,9222,32.5,0%,60 : 40
2211,Reporter,Sefako Makgatho Health Sciences UniversitySouth Africa,6306,9.9,1%,62 : 38
2212,Reporter,Senshu UniversityJapan,17933,23.0,3%,35 : 65
2213,Reporter,Shaheed Benazir Bhutto Women University PeshawarPakistan,5677,38.6,0%,100 : 0
2214,Reporter,Shaheed Zulfiqar Ali Bhutto Medical UniversityPakistan,4803,8.6,1%,55 : 45
2215,Reporter,The University of Shiga PrefectureJapan,2853,14.1,1%,49 : 51
2216,Reporter,Shonan Institute of TechnologyJapan,2234,29.4,9%,7 : 93
2217,Reporter,Shri Mata Vaishno Devi UniversityIndia,1805,15.0,0%,40 : 60
2218,Reporter,Sikkim Manipal UniversityIndia,3013,10.5,2%,31 : 69
2219,Reporter,Silesian University in OpavaCzech Republic,5322,20.4,6%,71 : 29
2220,Reporter,Simón Bolívar UniversityVenezuela,4462,10.5,0%,43 : 57
2221,Reporter,Simón Bolívar University (Colombia)Colombia,18482,18.2,1%,60 : 40
2222,Reporter,Sir Syed University of Engineering and TechnologyPakistan,5879,14.1,0%,14 : 86
2223,Reporter,Sokoto State UniversityNigeria,8244,23.8,0%,25 : 75
2224,Reporter,"Solent University, SouthamptonUnited Kingdom",8638,16.1,30%,45 : 55
2225,Reporter,University of SopronHungary,2847,14.9,3%,63 : 37
2226,Reporter,Soran UniversityIraq,4596,9.5,0%,50 : 50
2227,Reporter,University of South Santa Catarina (Unisul)Brazil,16602,18.8,0%,52 : 48
2228,Reporter,SR UniversityIndia,3238,13.1,0%,49 : 51
2229,Reporter,Sri Balaji VidyapeethIndia,3850,7.4,1%,53 : 47
2230,Reporter,University of Sri JayewardenepuraSri Lanka,17069,23.4,0%,62 : 38
2231,Reporter,Sri Lanka Institute of Information TechnologySri Lanka,11151,38.7,0%,37 : 63
2232,Reporter,Sri Padmavati Mahila Visvavidyalayam (Women's University)India,5475,19.6,6%,83 : 17
2233,Reporter,State University of BahiaBrazil,20384,10.2,0%,67 : 33
2234,Reporter,State Energy Institute of TurkmenistanTurkmenistan,2134,11.5,2%,28 : 72
2235,Reporter,State University of Land Use PlanningRussian Federation,4202,13.4,5%,51 : 49
2236,Reporter,"St Mary’s University College, BelfastUnited Kingdom",914,23.4,48%,74 : 26
2237,Reporter,"St Mary’s University, TwickenhamUnited Kingdom",4738,18.1,25%,54 : 46
2238,Reporter,Stranmillis University CollegeUnited Kingdom,1059,22.8,18%,79 : 21
2239,Reporter,Suez UniversityEgypt,18010,21.8,2%,55 : 45
2240,Reporter,University of SuffolkUnited Kingdom,3245,16.5,14%,71 : 29
2241,Reporter,Sugiyama Jogakuen UniversityJapan,6064,29.4,0%,100 : 0
2242,Reporter,Sulaimani Polytechnic UniversityIraq,3762,11.4,0%,50 : 50
2243,Reporter,Suratthani Rajabhat UniversityThailand,12086,24.6,0%,71 : 29
2244,Reporter,Széchenyi István UniversityHungary,9299,14.7,5%,43 : 57
2245,Reporter,Tafila Technical UniversityJordan,4094,21.9,1%,43 : 57
2246,Reporter,University of TaipeiTaiwan,7988,17.6,2%,60 : 40
2247,Reporter,Tama Art UniversityJapan,4719,32.8,11%,73 : 27
2248,Reporter,Tarlac Agricultural UniversityPhilippines,5351,24.3,0%,56 : 44
2249,Reporter,Tarsus UniversityTurkey,2556,27.8,2%,42 : 58
2250,Reporter,Tashkent Institute of FinanceUzbekistan,8370,21.2,1%,29 : 71
2251,Reporter,Tashkent University of Information TechnologiesUzbekistan,14404,15.5,0%,22 : 78
2252,Reporter,Tashkent Institute of Irrigation and Agricultural MechanisationUzbekistan,5750,7.1,5%,24 : 76
2253,Reporter,Tashkent Medical AcademyUzbekistan,6495,8.8,2%,42 : 58
2254,Reporter,Tashkent Pediatric Medical InstituteUzbekistan,5704,10.1,1%,50 : 50
2255,Reporter,Tashkent Pharmaceutical InstituteUzbekistan,3313,12.2,13%,64 : 36
2256,Reporter,Tashkent State Agrarian UniversityUzbekistan,11560,13.5,0%,51 : 49
2257,Reporter,Tashkent State Dental InstituteUzbekistan,4609,8.9,3%,52 : 48
2258,Reporter,Tashkent State University of LawUzbekistan,4819,10.6,1%,27 : 73
2259,Reporter,Tashkent State University of Oriental StudiesUzbekistan,4291,16.1,1%,51 : 49
2260,Reporter,Tashkent State Technical UniversityUzbekistan,14591,14.2,0%,17 : 83
2261,Reporter,Tashkent State Transport UniversityUzbekistan,17319,24.9,0%,9 : 91
2262,Reporter,Tashkent Institute of Textile and Light IndustryUzbekistan,4266,11.7,0%,40 : 60
2263,Reporter,Tatung UniversityTaiwan,4036,19.6,3%,39 : 61
2264,Reporter,Tecmilenio UniversityMexico,2932,16.5,1%,45 : 55
2265,Reporter,Tecnológico de Costa RicaCosta Rica,10651,13.8,2%,35 : 65
2266,Reporter,Instituto Tecnológico MetropolitanoColombia,25333,28.6,0%,44 : 56
2267,Reporter,Institut Teknologi Nasional Bandung (ITENAS Bandung)Indonesia,5548,23.0,0%,27 : 73
2268,Reporter,University of TelaferIraq,1456,30.3,0%,44 : 56
2269,Reporter,Tenri UniversityJapan,3147,22.5,5%,34 : 66
2270,Reporter,Termez State UniversityUzbekistan,25070,35.7,1%,49 : 51
2271,Reporter,Termez Institute of Engineering and TechnologyUzbekistan,4296,36.7,0%,15 : 85
2272,Reporter,Tikrit UniversityIraq,36905,13.1,0%,36 : 64
2273,Reporter,Tokyo University of Foreign StudiesJapan,4413,17.9,11%,66 : 34
2274,Reporter,Tomsk State Pedagogical UniversityRussian Federation,5032,19.8,6%,80 : 20
2275,Reporter,Toyama Prefectural UniversityJapan,1630,8.2,2%,26 : 74
2276,Reporter,Trinity Laban Conservatoire of Music and DanceUnited Kingdom,1179,9.9,31%,67 : 33
2277,Reporter,Turin Polytechnic University in TashkentUzbekistan,1752,18.8,4%,13 : 87
2278,Reporter,Ubon Ratchathani UniversityThailand,15717,22.1,0%,67 : 33
2279,Reporter,UBTKosovo,9757,15.5,4%,45 : 55
2280,Reporter,UIN Sulthan Thaha Saifuddin JambiIndonesia,16859,47.5,1%,56 : 44
2281,Reporter,Umaru Musa Yar’adua UniversityNigeria,10334,20.3,0%,27 : 73
2282,Reporter,UnichristusBrazil,5497,15.4,0%,67 : 33
2283,Reporter,United International UniversityBangladesh,4632,21.4,1%,30 : 70
2284,Reporter,Universidad del Pacífico EcuadorEcuador,651,13.9,2%,58 : 42
2285,Reporter,University College of OsteopathyUnited Kingdom,388,10.4,28%,55 : 45
2286,Reporter,UNNOBAArgentina,8614,12.4,2%,58 : 42
2287,Reporter,Ural State Medical UniversityRussian Federation,7067,11.9,5%,75 : 25
2288,Reporter,Urgench State UniversityUzbekistan,22548,21.3,5%,58 : 42
2289,Reporter,Üsküdar UniversityTurkey,22967,43.3,11%,64 : 36
2290,Reporter,"Usmanu Danfodiyo University, SokotoNigeria",24553,19.1,0%,31 : 69
2291,Reporter,Universidad UTEEcuador,10628,19.0,1%,48 : 52
2292,Reporter,University of UyoNigeria,18911,30.4,0%,42 : 58
2293,Reporter,National University of Uzbekistan named after Mirzo UlugbekUzbekistanExplore,21785,16.4,1%,50 : 50
2294,Reporter,Valahia University of TargovisteRomania,5551,20.6,1%,46 : 54
2295,Reporter,University of Vale do ItajaíBrazil,9018,18.0,1%,58 : 42
2296,Reporter,Varendra UniversityBangladesh,4213,28.3,0%,36 : 64
2297,Reporter,Varna University of ManagementBulgaria,618,19.3,33%,48 : 52
2298,Reporter,"Veritas University, AbujaNigeria",3291,13.2,2%,56 : 44
2299,Reporter,University of Veterinary Medicine and Pharmacy in KošiceSlovakia,1717,7.2,40%,83 : 17
2300,Reporter,Vila Velha UniversityBrazil,4902,18.5,1%,59 : 41
2301,Reporter,Virtual University of TunisTunisia,2048,43.6,1%,
2302,Reporter,Visayas State UniversityPhilippines,6163,13.8,0%,59 : 41
2303,Reporter,Vitebsk State Medical UniversityBelarus,4939,7.1,29%,68 : 32
2304,Reporter,Volgograd State UniversityRussian Federation,6277,10.9,4%,48 : 52
2305,Reporter,University of Wales Trinity Saint DavidUnited Kingdom,9281,19.8,25%,59 : 41
2306,Reporter,​Wellspring UniversityNigeria,313,12.5,0%,67 : 33
2307,Reporter,Western Caspian UniversityAzerbaijanExplore,3245,7.7,5%,59 : 41
2308,Reporter,University of West LondonUnited Kingdom,9509,15.8,42%,60 : 40
2309,Reporter,West Ukrainian National UniversityUkraine,9408,13.7,3%,42 : 58
2310,Reporter,West Virginia UniversityUnited States,25500,18.4,5%,52 : 48
2311,Reporter,WHU: BeisheimGermany,1664,29.7,29%,32 : 68
2312,Reporter,University of WorcesterUnited Kingdom,7401,16.8,13%,69 : 31
2313,Reporter,The World Islamic Sciences and Education University (WISE)Jordan,7157,24.9,12%,62 : 38
2314,Reporter,Wrexham Glyndwr UniversityUnited Kingdom,3522,21.8,14%,61 : 39
2315,Reporter,Writtle University CollegeUnited Kingdom,656,7.7,10%,79 : 21
2316,Reporter,WSB AcademyPoland,4346,6.2,33%,49 : 51
2317,Reporter,Yagshigeldi Kakayev International University of Oil and GasTurkmenistan,4545,9.8,1%,30 : 70
2318,Reporter,Yamaguchi Prefectural UniversityJapan,1363,12.7,2%,86 : 14
2319,Reporter,Yanka Kupala State University of GrodnoBelarus,11250,15.8,9%,58 : 42
2320,Reporter,Yogyakarta State UniversityIndonesia,23685,18.5,1%,59 : 41
2321,Reporter,York St John UniversityUnited Kingdom,6313,18.6,12%,65 : 35
2322,Reporter,"Yusuf Maitama Sule University, KanoNigeria",12880,33.0,0%,48 : 52
2323,Reporter,Zhytomyr Polytechnic State UniversityUkraine,3869,15.4,1%,34 : 66
2324,Reporter,Ziauddin UniversityPakistan,4906,8.8,1%,63 : 37
